student_id,course_id,semester,exam_score,co_score,co_attainment_rate
STU522,CS201,Fall2024,80.1,82.1,0.91
STU523,PHY101,Fall2023,92.9,82.8,0.92
STU524,MATH201,Fall2024,39.1,48.0,0.94
STU525,CS102,Fall2024,40.9,52.9,0.65
STU526,CS102,Fall2024,47.2,39.7,0.54
STU527,ENG201,Spring2025,37.0,30.0,0.8
STU528,EEE101,Spring2025,93.0,97.5,0.59
STU529,PHY101,Spring2024,54.4,64.3,0.49
STU530,MATH301,Fall2023,34.8,46.7,0.58
STU531,CS201,Spring2025,91.9,78.6,0.49
STU532,CS102,Fall2024,34.9,48.7,0.73
STU533,CS101,Spring2025,69.9,69.4,0.92
STU534,CS201,Fall2023,40.7,52.9,0.46
STU535,BUS101,Fall2024,43.4,35.4,0.76
STU536,ENG201,Spring2025,49.3,37.2,0.48
STU537,MATH301,Spring2025,53.5,51.3,0.51
STU538,MATH301,Fall2023,31.7,32.9,0.66
STU539,EEE101,Spring2025,37.5,47.7,0.89
STU540,ENG201,Spring2024,47.2,51.5,0.6
STU541,CS101,Fall2024,54.8,45.4,0.64
STU542,PHY101,Fall2023,47.1,57.2,0.48
STU543,CHM101,Fall2024,75.3,63.2,0.84
STU544,MATH201,Fall2023,56.9,64.6,0.86
STU545,MEC101,Spring2025,83.2,80.8,0.71
STU546,ENG201,Fall2023,45.3,39.3,1.0
STU547,CHM101,Spring2024,88.5,94.7,0.47
STU548,CS201,Spring2024,79.2,69.4,0.84
STU549,CHM101,Spring2025,38.2,39.8,0.51
STU550,PHY101,Fall2024,83.5,72.9,0.58
STU551,CS102,Spring2025,77.3,86.5,0.71
STU552,MEC101,Spring2025,65.9,76.6,0.9
STU553,PHY101,Spring2025,30.8,41.1,0.46
STU554,PHY101,Fall2023,39.7,44.0,0.91
STU555,MATH301,Fall2024,66.6,54.6,0.88
STU556,PHY101,Spring2025,47.2,51.8,0.42
STU557,PHY101,Spring2025,47.9,37.2,0.42
STU558,MATH201,Fall2023,87.8,81.8,0.81
STU559,CS101,Fall2024,89.9,97.4,0.85
STU560,EEE101,Fall2023,49.7,43.1,0.93
STU561,BUS101,Spring2025,44.8,39.0,0.83
STU562,PHY101,Fall2023,50.9,57.8,0.5
STU563,BUS101,Spring2025,43.7,53.6,0.82
STU564,MEC101,Spring2024,86.4,94.9,0.44
STU565,MEC101,Fall2023,76.1,73.2,0.5
STU566,CS101,Spring2024,86.9,77.5,0.42
STU567,MATH201,Fall2024,33.3,36.6,0.6
STU568,CS102,Fall2023,60.2,57.1,0.53
STU569,EEE101,Fall2024,61.8,60.2,0.59
STU570,BUS101,Fall2023,84.4,77.2,0.56
STU571,PHY101,Spring2024,55.1,45.0,0.87
STU572,MATH301,Spring2025,72.1,77.4,0.68
STU573,CHM101,Fall2023,86.2,99.1,0.66
STU574,CS101,Spring2024,38.6,34.1,0.54
STU575,BUS101,Fall2024,82.3,76.5,0.63
STU576,MATH301,Spring2024,54.5,50.0,0.66
STU577,ENG201,Fall2023,74.0,83.7,1.0
STU578,ENG101,Fall2024,95.0,99.3,0.56
STU579,MATH301,Fall2024,37.0,31.4,0.87
STU580,CHM101,Fall2024,47.0,53.3,0.5
STU581,CS101,Spring2025,63.6,55.8,0.76
STU582,CHM101,Spring2025,74.2,80.8,0.95
STU583,ENG201,Fall2023,46.9,44.5,1.0
STU584,ENG101,Spring2024,94.7,96.3,0.78
STU585,CHM101,Fall2024,71.5,70.8,0.68
STU586,MEC101,Spring2024,85.0,95.2,0.56
STU587,BUS101,Spring2024,60.6,67.8,0.92
STU588,MATH201,Fall2024,88.5,90.8,0.52
STU589,ENG101,Fall2024,86.6,83.5,0.54
STU590,EEE101,Fall2023,49.1,59.6,0.88
STU591,CS102,Spring2025,67.9,81.2,0.89
STU592,ENG201,Fall2024,62.5,73.5,0.63
STU593,MATH201,Fall2024,86.6,75.9,0.63
STU594,EEE101,Spring2024,67.0,79.2,0.57
STU595,EEE101,Fall2024,76.5,84.9,0.75
STU596,CS101,Spring2025,41.5,46.8,0.55
STU597,CS201,Spring2025,79.5,69.6,0.83
STU598,ENG201,Spring2025,80.7,69.6,0.62
STU599,CS101,Spring2024,92.7,86.2,0.8
STU600,MEC101,Spring2024,91.8,97.5,0.41
